Sentence_index	Token_index	Token	Negation
14	15	write	False
14	16	,	False
14	17	,	False
14	18	,	False
15	1	Power	False
15	2	to	False
15	3	the	False
15	4	Uber	False
15	5	.	False
16	1	Only	False
16	2	problem	False
16	3	is	False
16	4	Mayor	False
16	5	John	False
16	6	Boring	False
16	7	Liberal	False
16	8	has	False
16	9	the	False
16	10	backbone	False
16	11	of	False
16	12	a	False
16	13	jelly	False
16	14	fish	False
16	15	.	False
17	1	He	False
17	2	won't	False
17	3	stand	True
17	4	his	True
17	5	ground	True
17	6	when	True
17	7	the	True
17	8	usual	True
17	9	fellow	True
17	10	travellers	True
17	11	on	True
17	12	city	True
17	13	council	True
17	14	go	True
17	15	into	True
17	16	full	True
17	17	whine	True
17	18	mode	True
17	19	.	False
18	1	'	False
18	2	There	False
18	3	is	False
18	4	no	False
18	5	evidence	True
18	6	–	False
18	7	none	False
18	8	–	False
18	9	that	False
18	10	Uber	False
18	11	drivers	False
18	12	and	False
18	13	cars	False
18	14	are	False
18	15	less	False
18	16	safe	False
18	17	than	False
18	18	municipally	False
18	19	licensed	False
18	20	ones	False
18	21	.	False
18	22	'	False
19	1	With	False
19	2	respect	False
19	3	,	False
19	4	there	False
19	5	is	False
19	6	one	False
19	7	glaring	False
19	8	hold	False
19	9	in	False
19	10	the	False
19	11	safety	False
19	12	of	False
19	13	Uber	False
19	14	drivers	False
19	15	and	False
19	16	cars	False
19	17	-	False
19	18	-	False
19	19	insurance	False
19	20	coverage	False
19	21	.	False
20	1	Ride	False
20	2	sharing	False
20	3	is	False
20	4	a	False
20	5	commercial	False
20	6	activity	False
20	7	-	False
20	8	-	False
20	9	money	False
20	10	changes	False
20	11	hands	False
20	12	from	False
20	13	passenger	False
20	14	to	False
20	15	driver	False
20	16	in	False
20	17	an	False
20	18	arm's	False
20	19	length	False
20	20	transaction	False
20	21	.	False
21	1	Unless	False
21	2	a	False
21	3	driver	False
21	4	can	False
21	5	demonstrate	False
21	6	that	False
21	7	they	False
21	8	have	False
21	9	insurance	False
21	10	coverage	False
21	11	for	False
21	12	commercial	False
21	13	use	False
21	14	of	False
21	15	their	False
21	16	vehicle	False
21	17	,	False
21	18	and	False
21	19	appropriate	False
21	20	coverage	False
21	21	for	False
21	22	their	False
21	23	commercial	False
21	24	passengers	False
21	25	,	False
21	26	there	False
21	27	is	False
21	28	a	False
21	29	glaring	False
21	30	issue	False
21	31	.	False
22	1	Its	False
22	2	always	False
22	3	our	False
22	4	fault.Never	False
22	5	their	True
22	6	own	True
22	7	.	False
23	1	Lost	False
23	2	,	False
23	3	,	False
23	4	,	False
23	5	I'm	False
23	6	amazed	False
23	7	,	False
23	8	,	False
23	9	,	False
23	10	at	False
23	11	how	False
23	12	lost	False
23	13	the	False
23	14	public	False
23	15	are	False
23	16	,	False
23	17	about	False
23	18	Uber	False
23	19	,	False
23	20	,	False
23	21	,	False
23	22	they	False
23	23	have	False
23	24	been	False
23	25	driving	False
23	26	our	False
23	27	streets	False
23	28	for	False
23	29	almost	False
23	30	4	False
23	31	years	False
23	32	without	False
23	33	insurance	True
23	34	,	False
23	35	LOL	False
23	36	,	False
23	37	and	False
23	38	now	False
23	39	lets	False
23	40	bring	False
23	41	them	False
23	42	into	False
23	43	the	False
23	44	pool	False
23	45	so	False
23	46	everyone	False
23	47	in	False
23	48	the	False
23	49	province	False
23	50	will	False
23	51	be	False
23	52	paying	False
23	53	it	False
23	54	for	False
23	55	them	False
23	56	,	False
23	57	,	False
23	58	,	False
23	59	And	False
23	60	we	False
23	61	are	False
23	62	cheering	False
23	63	on	False
23	64	the	False
23	65	G	False
23	66	&	False
23	67	M	False
23	68	for	False
23	69	this	False
23	70	nonsense	False
23	71	,	False
24	1	Clinton	False
24	2	lost	False
24	3	,	False
24	4	not	False
24	5	because	True
24	6	she's	True
24	7	a	True
24	8	woman	True
24	9	but	False
24	10	because	False
24	11	she	False
24	12	was	False
24	13	perceived	False
24	14	to	False
24	15	be	False
24	16	an	False
24	17	establishment	False
24	18	candidate.This	False
24	19	can	False
24	20	be	False
24	21	seen	False
24	22	in	False
24	23	her	False
24	24	attitude	False
24	25	towards	False
24	26	nuclear	False
24	27	weapons	False
24	28	and	False
24	29	the	False
24	30	military	False
24	31	and	False
24	32	in	False
24	33	her	False
24	34	membership	False
24	35	of	False
24	36	Corporate	False
24	37	America.The	False
24	38	only	False
24	39	accountability	False
24	40	the	False
24	41	elites	False
24	42	face	False
24	43	is	False
24	44	at	False
24	45	election	False
24	46	time	False
24	47	.	False
25	1	And	False
25	2	look	False
25	3	what	False
25	4	happened	False
25	5	.	False
26	1	'	False
26	2	Media	False
26	3	which	False
26	4	got	False
26	5	everything	False
26	6	wrong	False
26	7	will	False
26	8	now	False
26	9	tell	False
26	10	you	False
26	11	all	False
26	12	the	False
26	13	things	False
26	14	that	False
26	15	will	False
26	16	happen	False
26	17	as	False
26	18	a	False
26	19	result	False
26	20	of	False
26	21	the	False
26	22	thing	False
26	23	they	False
26	24	said	False
26	25	wouldn't	False
26	26	happen	True
26	27	.	False
26	28	'	False
27	1	Lots	False
27	2	of	False
27	3	opposition	False
27	4	to	False
27	5	publicly-subsidized	False
27	6	daycare	False
27	7	here	False
27	8	.	False
28	1	But	False
28	2	most	False
28	3	of	False
28	4	it	False
28	5	just	False
28	6	seems	False
28	7	to	False
28	8	be	False
28	9	an	False
28	10	emotional	False
28	11	reaction	False
28	12	to	False
28	13	the	False
28	14	cost	False
28	15	,	False
28	16	without	False
28	17	looking	True
28	18	at	True
28	19	the	True
28	20	economic	True
28	21	benefits	True
28	22	.	False
29	1	More	False
29	2	people	False
29	3	in	False
29	4	the	False
29	5	work	False
29	6	force	False
29	7	to	False
29	8	pay	False
29	9	taxes	False
29	10	,	False
29	11	more	False
29	12	disposable	False
29	13	income	False
29	14	to	False
29	15	help	False
29	16	spur	False
29	17	the	False
29	18	economy.It's	False
29	19	an	False
29	20	idea	False
29	21	whose	False
29	22	time	False
29	23	has	False
29	24	come	False
29	25	(	False
29	26	in	False
29	27	fact	False
29	28	,	False
29	29	it	False
29	30	came	False
29	31	long	False
29	32	ago	False
29	33	,	False
29	34	but	False
29	35	no	False
29	36	politician	True
29	37	had	True
29	38	the	True
29	39	guts	True
29	40	to	True
29	41	suggest	True
29	42	it	True
29	43	)	False
29	44	.	False
30	1	Too	False
30	2	bad	False
30	3	business	False
30	4	has	False
30	5	been	False
30	6	so	False
30	7	persuasive	False
30	8	at	False
30	9	convincing	False
30	10	governments	False
30	11	and	False
30	12	the	False
30	13	citizenry	False
30	14	that	False
30	15	social	False
30	16	programmes	False
30	17	are	False
30	18	a	False
30	19	waste	False
30	20	of	False
30	21	money	False
30	22	while	False
30	23	subsidizing	False
30	24	business	False
30	25	and	False
30	26	loosening	False
30	27	regulatory	False
30	28	oversight	False
30	29	is	False
30	30	a	False
30	31	noble	False
30	32	enterprise	False
30	33	.	False
31	1	The	False
31	2	reasons	False
31	3	you	False
31	4	list	False
31	5	are	False
31	6	not	False
31	7	unique	True
31	8	to	True
31	9	Belguim	True
31	10	so	False
31	11	they	False
31	12	can't	False
31	13	be	True
31	14	the	True
31	15	explanation	True
31	16	else	False
31	17	Belgium	False
31	18	wouldn't	False
31	19	be	True
31	20	so	True
31	21	much	True
31	22	a	True
31	23	bigger	True
31	24	breeding	True
31	25	ground	True
31	26	then	True
31	27	everywhere	True
31	28	else	True
31	29	.	False
32	1	Canadian	False
32	2	housing	False
32	3	for	False
32	4	Canadians	False
32	5	,	False
32	6	not	False
32	7	foreign	True
32	8	nationals	True
32	9	trying	True
32	10	to	True
32	11	milk	True
32	12	the	True
32	13	system	True
33	1	There	False
33	2	were	False
33	3	KKK	False
33	4	members	False
33	5	who	False
33	6	voted	False
33	7	for	False
33	8	Trump	False
33	9	.	False
34	1	There	False
34	2	were	False
34	3	Maoists	False
34	4	and	False
34	5	Stalinists	False
34	6	who	False
34	7	voted	False
34	8	for	False
34	9	Clinton	False
34	10	.	False
35	1	Did	False
35	2	sex	False
35	3	play	False
35	4	a	False
35	5	role	False
35	6	.	False
36	1	Sure	False
36	2	.	False
37	1	Some	False
37	2	people	False
37	3	voted	False
37	4	for	False
37	5	Hillary	False
37	6	just	False
37	7	because	False
37	8	she	False
37	9	was	False
37	10	a	False
37	11	women	False
37	12	.	False
38	1	Some	False
38	2	people	False
38	3	voted	False
38	4	against	False
38	5	her	False
38	6	just	False
38	7	because	False
38	8	she	False
38	9	was	False
38	10	a	False
38	11	woman	False
38	12	.	False
39	1	In	False
39	2	depth	False
39	3	analysis	False
39	4	has	False
39	5	just	False
39	6	begun	False
39	7	but	False
39	8	my	False
39	9	guess	False
39	10	is	False
39	11	that	False
39	12	Trump	False
39	13	won	False
39	14	because	False
39	15	all	False
39	16	the	False
39	17	people	False
39	18	outside	False
39	19	the	False
39	20	cities	False
39	21	are	False
39	22	disenfranchised	False
39	23	and	False
39	24	wanted	False
39	25	their	False
39	26	voice	False
39	27	heard	False
39	28	and	False
39	29	Hillary	False
39	30	did	False
39	31	not	False
39	32	speak	True
39	33	to	True
39	34	them.A	True
39	35	woman	False
39	36	will	False
39	37	be	False
39	38	president	False
39	39	when	False
39	40	she	False
39	41	fits	False
39	42	the	False
39	43	voice	False
39	44	of	False
39	45	the	False
39	46	electorate	False
39	47	.	False
40	1	Hillary	False
40	2	did	False
40	3	not	False
40	4	lose	True
40	5	because	True
40	6	she	True
40	7	was	True
40	8	a	True
40	9	woman	True
40	10	.	False
41	1	Hillary	False
41	2	lost	False
41	3	because	False
41	4	she	False
41	5	was	False
41	6	Hillary	False
41	7	.	False
42	1	Why	False
42	2	would	False
42	3	Hillary	False
42	4	retreat	False
42	5	?	False
43	1	She	False
43	2	had	False
43	3	everyone	False
43	4	on	False
43	5	her	False
43	6	side	False
43	7	.	False
43	8	.	False
43	9	.	False
43	10	her	False
43	11	entire	False
43	12	party	False
43	13	,	False
43	14	half	False
43	15	of	False
43	16	the	False
43	17	GOP	False
43	18	,	False
43	19	the	False
43	20	entire	False
43	21	mainstream	False
43	22	media	False
43	23	,	False
43	24	celebrities	False
43	25	,	False
43	26	the	False
43	27	President	False
43	28	.	False
43	29	.	False
43	30	.	False
43	31	basically	False
43	32	everyone	False
43	33	.	False
44	1	Trump	False
44	2	by	False
44	3	comparison	False
44	4	had	False
44	5	no	False
44	6	significant	True
44	7	public	True
44	8	support	True
44	9	.	False
45	1	But	False
45	2	the	False
45	3	one	False
45	4	thing	False
45	5	Trump	False
45	6	did	False
45	7	have	False
45	8	was	False
45	9	the	False
45	10	silent	False
45	11	majority	False
45	12	who	False
45	13	won	False
45	14	the	False
45	15	election	False
45	16	for	False
45	17	him	False
45	18	.	False
46	1	You	False
46	2	can	False
46	3	easily	False
46	4	get	False
46	5	an	False
46	6	answer	False
46	7	to	False
46	8	Uber	False
46	9	insurance	False
46	10	question	False
46	11	by	False
46	12	checking	False
46	13	the	False
46	14	website	False
46	15	,	False
46	16	it's	False
46	17	not	False
46	18	so	True
46	19	hard	True
46	20	to	True
46	21	fact	True
46	22	check	True
46	23	but	False
46	24	alas	False
46	25	most	False
46	26	complainers	False
46	27	prefer	False
46	28	fantasy	False
46	29	to	False
46	30	reality	False
46	31	.	False
47	1	I'm	False
47	2	not	False
47	3	sure	True
47	4	what	True
47	5	you	True
47	6	can	True
47	7	do	True
47	8	when	True
47	9	a	True
47	10	certain	True
47	11	group	True
47	12	of	True
47	13	immigrants	True
47	14	,	True
47	15	much	True
47	16	like	True
47	17	the	True
47	18	Europeans	True
47	19	who	True
47	20	came	True
47	21	to	True
47	22	North	True
47	23	America	True
47	24	after	True
47	25	1492	True
47	26	,	True
47	27	have	True
47	28	no	False
47	29	intention	True
47	30	of	True
47	31	assimilating	True
47	32	with	True
47	33	the	True
47	34	native	True
47	35	population	True
47	36	.	False
48	1	'	False
48	2	.	False
48	3	.	False
48	4	.	False
48	5	whether	False
48	6	the	False
48	7	federal	False
48	8	budget	False
48	9	shows	False
48	10	a	False
48	11	small	False
48	12	deficit	False
48	13	or	False
48	14	a	False
48	15	small	False
48	16	surplus	False
48	17	is	False
48	18	almost	False
48	19	totally	False
48	20	irrelevant	False
48	21	.	False
48	22	'	False
49	1	Lol	False
49	2	,	False
49	3	nice	False
49	4	.	False
50	1	So	False
50	2	all	False
50	3	the	False
50	4	liberal	False
50	5	fear	False
50	6	mongering	False
50	7	and	False
50	8	hate	False
50	9	directed	False
50	10	at	False
50	11	Harper	False
50	12	for	False
50	13	a	False
50	14	deficit	False
50	15	,	False
50	16	now	False
50	17	doesn't	False
50	18	really	True
50	19	matter	True
50	20	when	True
50	21	a	True
50	22	surplus	True
50	23	is	True
50	24	on	True
50	25	the	True
50	26	books.Who	True
50	27	needs	False
50	28	a	False
50	29	cat	False
50	30	and	False
50	31	a	False
50	32	laser	False
50	33	pointer	False
50	34	when	False
50	35	you	False
50	36	have	False
50	37	liberal	False
50	38	'	False
50	39	logic	False
50	40	'	False
50	41	to	False
50	42	entertain	False
50	43	!	False
51	1	Nothing	False
51	2	the	True
51	3	Conservatives	True
51	4	do	True
51	5	surprises	True
51	6	me	True
51	7	.	False
52	1	We're	False
52	2	expected	False
52	3	to	False
52	4	forget	False
52	5	their	False
52	6	illegal	False
52	7	activities	False
52	8	like	False
52	9	Robocalling	False
52	10	to	False
52	11	deflect	False
52	12	voters	False
52	13	away	False
52	14	from	False
52	15	voting	False
52	16	to	False
52	17	the	False
52	18	incompetence	False
52	19	and	False
52	20	outright	False
52	21	falsehoods	False
52	22	around	False
52	23	the	False
52	24	Duffy	False
52	25	trial	False
52	26	.	False
53	1	It's	False
53	2	time	False
53	3	for	False
53	4	a	False
53	5	change	False
53	6	of	False
53	7	government	False
53	8	.	False
54	1	PRINCIPLE	False
54	2	:	False
54	3	The	False
54	4	purpose	False
54	5	of	False
54	6	technology	False
54	7	is	False
54	8	to	False
54	9	serve	False
54	10	humankind	False
54	11	,	False
54	12	not	False
54	13	the	True
54	14	other	True
54	15	way	True
54	16	around	True
54	17	.	False
55	1	APPLICATION	False
55	2	:	False
55	3	Instead	False
55	4	of	False
55	5	buying	False
55	6	a	False
55	7	$500	False
55	8	Apple	False
55	9	Watch	False
55	10	,	False
55	11	buy	False
55	12	a	False
55	13	$500	False
55	14	Seiko	False
55	15	and	False
55	16	enjoy	False
55	17	a	False
55	18	real	False
55	19	watch	False
55	20	.	False
56	1	Information	False
56	2	overload	False
56	3	is	False
56	4	real	False
56	5	.	False
57	1	And	False
57	2	very	False
57	3	stressful.The	False
57	4	tech	False
57	5	revolution	False
57	6	is	False
57	7	like	False
57	8	all	False
57	9	revolutions	False
57	10	before	False
57	11	it	False
57	12	.	False
58	1	It	False
58	2	began	False
58	3	with	False
58	4	idealism	False
58	5	,	False
58	6	hope	False
58	7	and	False
58	8	awesome	False
58	9	innovations	False
58	10	.	False
59	1	Then	False
59	2	came	False
59	3	the	False
59	4	disruptions	False
59	5	to	False
59	6	the	False
59	7	status	False
59	8	quo.The	False
59	9	arts	False
59	10	have	False
59	11	suffered	False
59	12	dreadfully	False
59	13	.	False
60	1	Recent	False
60	2	reports	False
60	3	show	False
60	4	incomes	False
60	5	for	False
60	6	musicians	False
60	7	,	False
60	8	writers	False
60	9	,	False
60	10	and	False
60	11	artists	False
60	12	are	False
60	13	way	False
60	14	down	False
60	15	from	False
60	16	a	False
60	17	decade	False
60	18	ago	False
60	19	.	False
61	1	But	False
61	2	the	False
61	3	Tech	False
61	4	Rebels	False
61	5	scoff	False
61	6	at	False
61	7	this	False
61	8	and	False
61	9	call	False
61	10	us	False
61	11	to	False
61	12	look	False
61	13	to	False
61	14	the	False
61	15	Brave	False
61	16	New	False
61	17	World	False
61	18	of	False
61	19	Free	False
61	20	Information	False
61	21	,	False
61	22	Art	False
61	23	,	False
61	24	and	False
61	25	Music.One	False
61	26	might	False
61	27	ask	False
61	28	where	False
61	29	those	False
61	30	who	False
61	31	once	False
61	32	were	False
61	33	paid	False
61	34	to	False
61	35	write	False
61	36	and	False
61	37	sing	False
61	38	will	False
61	39	find	False
61	40	money	False
61	41	to	False
61	42	eat	False
61	43	,	False
61	44	but	False
61	45	that	False
61	46	just	False
61	47	makes	False
61	48	you	False
61	49	a	False
61	50	reactionary	False
61	51	and	False
61	52	a	False
61	53	counter-revolutionary	False
61	54	.	False
62	1	Food	False
62	2	can	False
62	3	now	False
62	4	be	False
62	5	printed	False
62	6	on	False
62	7	one's	False
62	8	3	False
62	9	-	False
62	10	D	False
62	11	printer	False
62	12	,	False
62	13	says	False
62	14	the	False
62	15	Comrade	False
62	16	of	False
62	17	Tech.I'm	False
62	18	tempted	False
62	19	to	False
62	20	scoff	False
62	21	,	False
62	22	'	False
62	23	Let	False
62	24	them	False
62	25	eat	False
62	26	Bits	False
62	27	&	False
62	28	amp	False
62	29	;	False
62	30	Bytes	False
62	31	'	False
62	32	,	False
62	33	but	False
62	34	that	False
62	35	is	False
62	36	a	False
62	37	trademarked	False
62	38	name.I	False
62	39	listened	False
62	40	to	False
62	41	Douglas	False
62	42	Coupland	False
62	43	,	False
62	44	who	False
62	45	is	False
62	46	sounding	False
62	47	like	False
62	48	a	False
62	49	tech	False
62	50	party	False
62	51	hack	False
62	52	more	False
62	53	and	False
62	54	more	False
62	55	,	False
62	56	talk	False
62	57	about	False
62	58	not	False
62	59	being	True
62	60	able	True
62	61	to	True
62	62	remember	True
62	63	what	True
62	64	it	True
62	65	was	True
62	66	like	True
62	67	to	True
62	68	not	False
62	69	have	True
62	70	the	True
62	71	Internet	True
62	72	.	False
63	1	He	False
63	2	has	False
63	3	a	False
63	4	Wired	False
63	5	Brain	False
63	6	now	False
63	7	.	False
64	1	And	False
64	2	he	False
64	3	offered	False
64	4	an	False
64	5	anecdote	False
64	6	to	False
64	7	prove	False
64	8	it	False
64	9	,	False
64	10	only	False
64	11	the	False
64	12	anecdote	False
64	13	proved	False
64	14	to	False
64	15	be	False
64	16	vague	False
64	17	and	False
64	18	flat	False
64	19	and	False
64	20	unpersuasive	False
64	21	(	False
64	22	like	False
64	23	everything	False
64	24	Mr	False
64	25	Coupland	False
64	26	has	False
64	27	written	False
64	28	after	False
64	29	Generation	False
64	30	X	False
64	31	)	False
64	32	.	False
64	33	My	False
64	34	library	False
64	35	has	False
64	36	ditched	False
64	37	half	False
64	38	its	False
64	39	collection	False
64	40	in	False
64	41	the	False
64	42	past	False
64	43	two	False
64	44	years	False
64	45	in	False
64	46	the	False
64	47	naive	False
64	48	belief	False
64	49	we'll	False
64	50	soon	False
64	51	be	False
64	52	fully	False
64	53	digital	False
64	54	and	False
64	55	want	False
64	56	to	False
64	57	be	False
64	58	fully	False
64	59	digital	False
64	60	.	False
65	1	But	False
65	2	the	False
65	3	avid	False
65	4	readers	False
65	5	I	False
65	6	know	False
65	7	still	False
65	8	prefer	False
65	9	paper	False
65	10	to	False
65	11	screens	False
65	12	,	False
65	13	except	False
65	14	when	True
65	15	travelling	True
65	16	.	False
66	1	And	False
66	2	though	False
66	3	I	False
66	4	love	False
66	5	my	False
66	6	Netflix	False
66	7	,	False
66	8	streaming	False
66	9	is	False
66	10	ephemeral	False
66	11	with	False
66	12	limited	False
66	13	selection	False
66	14	and	False
66	15	brief	False
66	16	windows	False
66	17	of	False
66	18	opportunity.Revolutions	False
66	19	,	False
66	20	as	False
66	21	we	False
66	22	know	False
66	23	,	False
66	24	do	False
66	25	not	False
66	26	lead	True
66	27	to	True
66	28	utopian	True
66	29	worlds	True
66	30	where	True
66	31	everyone	True
66	32	is	True
66	33	free	True
66	34	and	True
66	35	equal	True
66	36	.	False
67	1	There's	False
67	2	an	False
67	3	Orwellian	False
67	4	perversity	False
67	5	to	False
67	6	Tech	False
67	7	Rebel's	False
67	8	claims	False
67	9	that	False
67	10	Net	False
67	11	Neutrality	False
67	12	will	False
67	13	bring	False
67	14	about	False
67	15	an	False
67	16	Earthly	False
67	17	Paradise	False
67	18	when	False
67	19	what	False
67	20	we	False
67	21	really	False
67	22	see	False
67	23	is	False
67	24	a	False
67	25	move	False
67	26	to	False
67	27	One	False
67	28	Bookstore	False
67	29	,	False
67	30	One	False
67	31	Taxi	False
67	32	Dispatcher	False
67	33	,	False
67	34	One	False
67	35	Encyclopedia	False
67	36	,	False
67	37	and	False
67	38	One	False
67	39	Index	False
67	40	to	False
67	41	the	False
67	42	Whole	False
67	43	World.The	False
67	44	Robber	False
67	45	Barons	False
67	46	of	False
67	47	the	False
67	48	Gilded	False
67	49	Age	False
67	50	have	False
67	51	returned	False
67	52	and	False
67	53	joining	False
67	54	them	False
67	55	are	False
67	56	the	False
67	57	Silicon	False
67	58	Sultans	False
67	59	of	False
67	60	the	False
67	61	Information	False
67	62	Age	False
67	63	.	False
68	1	And	False
68	2	we're	False
68	3	called	False
68	4	Users	False
68	5	,	False
68	6	like	False
68	7	a	False
68	8	drug	False
68	9	addict	False
68	10	,	False
68	11	and	False
68	12	yet	False
68	13	we	False
68	14	are	False
68	15	the	False
68	16	ones	False
68	17	being	False
68	18	used	False
68	19	.	False
69	1	The	False
69	2	Bread	False
69	3	and	False
69	4	Circuses	False
69	5	of	False
69	6	the	False
69	7	Internet	False
69	8	keep	False
69	9	us	False
69	10	entertained	False
69	11	while	False
69	12	wealth	False
69	13	and	False
69	14	power	False
69	15	becomes	False
69	16	concentrated	False
69	17	into	False
69	18	the	False
69	19	hands	False
69	20	of	False
69	21	a	False
69	22	very	False
69	23	select	False
69	24	few.Aldous	False
69	25	Huxley	False
69	26	,	False
69	27	Douglas	False
69	28	Adams	False
69	29	,	False
69	30	and	False
69	31	Neil	False
69	32	Postman	False
69	33	had	False
69	34	it	False
69	35	right	False
69	36	.	False
70	1	We	False
70	2	are	False
70	3	amusing	False
70	4	ourselves	False
70	5	to	False
70	6	death	False
70	7	.	False
71	1	And	False
71	2	I'm	False
71	3	reminded	False
71	4	of	False
71	5	that	False
71	6	scene	False
71	7	in	False
71	8	Ninotchka	False
71	9	where	False
71	10	Melvyn	False
71	11	Douglas	False
71	12	turns	False
71	13	on	False
71	14	the	False
71	15	radio	False
71	16	while	False
71	17	romancing	False
71	18	Greta	False
71	19	Garbo	False
71	20	and	False
71	21	says	False
71	22	his	False
71	23	radio	False
71	24	is	False
71	25	'	False
71	26	a	False
71	27	little	False
71	28	box	False
71	29	that	False
71	30	you	False
71	31	buy	False
71	32	on	False
71	33	the	False
71	34	installment	False
71	35	plan	False
71	36	and	False
71	37	before	False
71	38	you	False
71	39	tune	False
71	40	it	False
71	41	in	False
71	42	,	False
71	43	they	False
71	44	tell	False
71	45	you	False
71	46	there's	False
71	47	a	False
71	48	new	False
71	49	model	False
71	50	out	False
71	51	.	False
71	52	'	False
72	1	Who's	False
72	2	watching	False
72	3	the	False
72	4	smart	False
72	5	watchmen	False
72	6	?	False
73	1	Love	False
73	2	my	False
73	3	Classic	False
73	4	and	False
73	5	it's	False
73	6	800	False
73	7	plus	False
73	8	'	False
73	9	albums	False
73	10	'	False
73	11	.	False
